x,z
-195.05,22.0
-195.05,22.0
-195.05,22.0
-195.05,22.0
-195.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-194.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-193.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-192.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-191.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-190.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-189.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-188.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-187.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-186.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-185.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-184.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-183.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-182.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-181.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-180.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-179.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-178.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-177.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-176.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
-175.05,22.0
